id,time
16542932,0:9
16949445,0:13
17048014,0:28
17282883,0:5
17408439,0:29
17448091,0:19
17885330,0:13
18130188,0:5
18354841,0:8
18598455,0:6
18620306,1:44
18698971,0:4
19035909,0:0
19597679,0:18
19672432,0:4
19776876,1:56
19821137,2:41
19952106,0:6
20071673,8:0
20739847,2:7
21972148,0:10
22189062,0:26
22192603,0:6
22234171,4:57
22300850,1:47
22507213,0:6
22886951,1:44
23070381,12:30
23499620,2:38
23559914,0:11
24624039,4:37
25043895,0:0
25166804,3:43
25844698,0:5
26575813,1:34
26763944,4:16
27190674,0:0
27950291,2:25
28049080,0:14
28195956,0:7
28468138,0:28
28967931,2:2
29087114,1:10
29091207,1:38
29617533,1:45
30499782,4:57
30596341,8:44
30789138,2:2
30831803,1:35
31929069,0:3
31994318,1:8
32141980,0:7
32199226,1:4
32477627,0:20
33631701,0:3
33639514,0:10
34086361,1:28
34374050,1:36
34803842,1:46
34835669,4:24
35023928,1:43
35085400,0:13
35771178,0:16
35780448,1:32
36418998,0:15
36450278,0:18
37059846,6:49
37837421,1:27
38079919,0:10
38204347,0:7
38346027,0:22
38355470,1:45
38541903,5:57
38608936,2:59
39152038,1:34
39840603,0:14
39842292,6:28
40471468,1:41
40995242,0:9
41022386,0:7
41215272,0:19
41295618,1:35
41447796,1:58
41475908,3:18
41687963,11:26
17532,0:4
30026,0:2
45155,8:39
212429,0:2
221550,1:54
376019,0:6
415522,0:6
552786,2:5
745850,0:6
874242,0:3
883049,0:4
1397653,0:10
1722421,0:16
1726720,0:16
1874975,0:3
2097670,0:3
2379878,0:13
2539276,0:16
2569187,0:2
2648215,0:12
2922625,0:6
2950557,0:3
2993200,0:6
3073243,0:8
3129387,4:47
3133354,0:24
3190321,0:1
3208235,0:6
3429560,0:2
3459721,1:38
3514550,0:3
4118582,0:20
4193749,0:2
4512406,0:7
4515135,2:36
4542025,0:27
4911400,0:22
5003018,0:9
5048349,0:15
6144262,0:20
6192837,0:23
6205153,0:10
6483709,0:7
6786106,1:53
7028877,0:28
7208510,2:33
7728229,3:45
7854027,0:13
8070557,0:3
8329871,0:1
8500115,7:6
8578349,0:4
8676988,8:56
9013069,2:28
9614412,0:2
9622039,3:0
10177850,1:42
10332766,10:9
11146096,0:20
11419915,1:41
12150381,4:47
12427717,0:16
13886632,0:0
14068056,1:55
14088330,1:50
14280255,1:27
14301214,0:8
14322966,0:5
14379092,0:13
14656467,11:34
14743239,3:40
14937402,0:14
15277539,0:3
15368150,0:16
15703862,1:46
15867493,0:10
15871845,0:6
16594080,0:4
16597475,0:3
16944161,0:4
17295823,1:3
17585288,0:9
17730815,1:18
19101423,1:39
19548638,3:28
19672432,0:4
19898460,0:2
19911992,5:43
19959259,0:7
20293674,1:53
20332818,0:23
20408111,7:5
20498058,0:6
20526793,2:41
20590134,0:20
20721649,0:22
20881983,0:19
20907068,0:4
20949496,0:9
22315988,4:16
23575937,2:43
23901000,4:9
23951057,1:35
24476799,0:17
25208815,1:33
25236845,0:13
25373220,0:7
25392462,6:56
25500211,1:41
26066126,0:23
26759942,1:59
27049001,1:5
27260860,0:8
28821596,1:55
29775440,0:4
29787804,8:11
29904729,1:27
30204567,1:58
30277927,0:23
30363224,5:46
31731187,3:32
31886929,0:27
31906301,1:12
33617810,0:12
34053973,1:15
34218829,0:7
34406808,9:46
34420901,2:46
35612196,2:55
35795290,2:54
36059985,0:14
36529535,0:2
36757934,0:11
37215675,0:16
37413959,0:23
37685266,2:43
37713353,10:52
38717058,0:16
38773024,1:10
38816232,0:5
39909301,0:27
40653728,0:9
40863873,0:17
41839268,7:20
42167536,1:32
1113867,0:26
2410596,0:22
9103869,11:29
12353008,2:23
12858771,1:31
14945635,11:19
20380839,8:56
27370495,11:49
34871005,0:17
41132955,0:3
41812121,10:40
10148701,11:11
10682971,1:55
12455731,8:10
12985357,10:28
13211809,0:8
15283487,1:55
18363158,0:12
18890376,3:34
18916697,1:19
20484038,1:35
21503432,0:10
22876888,0:7
24157842,0:12
25073685,0:19
25770587,4:37
26572557,8:28
29888427,0:18
30117268,1:54
30486212,1:52
30929301,1:57
32146883,2:38
32914174,0:3
33274684,0:13
35295936,0:20
35570058,1:58
37089056,0:3
